Rank,City,y2021,JAN(2021),FEB(2021),MAR(2021),APR(2021),MAY(2021),JUN(2021),JUL(2021),AUG(2021),SEP(2021),OCT(2021),NOV(2021),DEC(2021),y2020,y2019,y2018,y2017
99,"Baghdad, Iraq",49.7,59.8,53.6,35.5,38,51.1,38.9,41.4,51.2,53,55.8,58.4,62.8,-,39.6,-,-
