Rank,City,y2021,JAN(2021),FEB(2021),MAR(2021),APR(2021),MAY(2021),JUN(2021),JUL(2021),AUG(2021),SEP(2021),OCT(2021),NOV(2021),DEC(2021),y2020,y2019,y2018,y2017
94,"Manama",49.8,47.2,34.8,43,86.5,45,64.9,50.4,54.9,45.9,42.5,46.6,35.6,39.7,46.8,59.8,62.5
